9.381769217258943694e-02,8.977199364787301003e-03,2.976812816022691877e+00,1.648018923892224930e-01,1.568004694078119210e-01,9.044447844041251239e-01,5.809834324267765249e-03,1.772144488027633247e-01,-2.579377194503453197e+01,1.124256442450428439e+00,-1.685944420110735975e-01,-3.084572178110049911e-01,-1.207906016006547317e-01,-2.781046327564309917e-02,2.387809443319554026e-01,1.434455120065171278e-02,2.569992198411893969e-02,-2.704541804458329146e-01,3.178993384304517472e-02,-2.454855857203702349e-02,-9.941514153356785857e-03,2.152875289073847079e-02,4.330663478405916665e-03,1.790046338656938948e-02,1.144818021026627712e-02,1.394585430402375294e-02,1.014056315477103280e-02,1.715608662751475985e-02,2.783216364272061115e-03,3.154119111841689489e-03,8.309333632255905960e-03,1.612867435532962940e-02,8.248375489751299042e-03,1.413999559935624588e-02,5.778916280035412828e-02,1.067910816205377457e-02,3.443839316395467809e-01,6.239474581430110717e-02,3.586090628739856817e-02,5.404810683525389514e-01,5.150964196366642628e-03,1.155131479111094206e-01,1.678329341874986058e+00,9.008595660488039059e-01,1.015069381078835820e+00,7.537987936260182043e-01,4.213596516648863699e-01,3.861884175902661753e-01,3.398767873508588555e-01,2.796537188021727127e-01,2.594362308329657973e-01,4.097295621409748900e-01,2.795787753139317711e-01,3.018731363460257500e-01,3.823571662507029845e-01,3.770976996584964047e-02,6.528415539176594083e-03,1.866275464334939127e-02,1.704929431057137720e-02,2.083105605829408194e-02,9.742376380168723399e-03,2.082966057106221819e-02,3.331002499370070910e-03,4.637274945650337807e-03,8.121517351747122720e-03,1.520239688289698639e-02,1.098829990997714570e-02,1.011983849320043094e-02
9.292488730168023403e-02,1.472367711924670551e-02,3.054997413593258049e+00,1.663280055613028940e-01,1.635356998094548431e-01,1.023514530951354917e+00,5.173840180856102526e-03,1.847959721327791238e-01,-2.512824730868820566e+01,9.534155069352648892e-01,4.537567575362500549e-01,-7.677325586536566382e-01,-1.180428049895580200e-01,-9.928901999795028410e-02,-1.314963796753511049e-01,1.409326590761710019e-01,-4.897712585933746560e-02,-1.274951997419168925e-01,-3.726486810762909968e-02,1.186026469472600264e-01,9.477494795645911851e-02,1.457779447458283119e-02,1.222717933239983630e-02,1.625262292763349561e-02,8.206733832351979785e-03,7.043490945608926572e-03,1.011953830959341598e-02,2.571500007533873006e-02,1.447734002028478947e-03,5.240081476037336886e-03,1.079477748546526714e-02,3.113565448379954081e-02,5.441626273003497168e-03,1.965507245897904834e-02,5.621522253540469499e-02,1.411606209337916418e-02,2.650256019867365809e-01,5.391980722686658123e-02,3.173569009766433885e-02,3.414737802991303917e-01,2.554141063040117187e-03,9.611403250350233907e-02,1.641638475834281907e+00,6.730869526651531709e-01,6.058515021170453041e-01,5.632173416543010402e-01,5.148418006447789130e-01,4.733229712007890333e-01,2.997749874237964351e-01,5.925261555350954668e-01,4.488180010231098138e-01,3.665148802707075548e-01,3.880268166999678026e-01,3.605620172016822389e-01,2.938358609813740419e-01,3.041322467347935474e-02,2.234628705616024252e-02,1.722420517859896139e-02,1.075438022987010127e-02,7.638506658237589203e-03,1.395596132187406149e-02,3.205789486635046009e-02,1.076780319270813184e-03,6.925490656764845057e-03,1.268455064150542273e-02,5.029925327175861771e-02,7.712761260595905367e-03,1.243093405960847726e-02
1.035214565891926786e-01,1.832825154884555954e-02,3.031104790327267207e+00,1.621489217638262537e-01,1.525203998267111449e-01,9.735877098782800276e-01,7.883521376702144409e-03,1.928458521163866068e-01,-2.496253250316953043e+01,3.807031457972795407e-01,-3.252333578378717172e-01,-2.049405572245878715e-01,-7.815760434634959342e-02,6.102857891447426020e-03,-2.004513737032961040e-01,-2.944361242589219746e-02,-5.122195863180139738e-03,4.598828642707617625e-02,1.813048803256112340e-01,3.422192751291446289e-01,1.771732645995018340e-01,7.482709207429977423e-03,1.104677361061333525e-02,1.202350573667204658e-02,8.264221089235459713e-03,1.517474195861045518e-02,1.287595990642898675e-02,1.087947994610094678e-02,3.884065688866399167e-03,9.970746283461107834e-03,8.140772486711253877e-03,1.012706241342771485e-02,9.361707200519701899e-03,1.454321443227735156e-02,7.880526122930525679e-02,2.382060966991121284e-02,3.585208044651236325e-01,7.558929037954480179e-02,3.985700522380111743e-02,6.395239444442195609e-01,6.505407305003135972e-03,1.490714051737659640e-01,1.702174212119754282e+00,7.196492611697757891e-01,6.481422921124315728e-01,6.535040303548950158e-01,4.641007410688671730e-01,4.983565071377010214e-01,2.939202470806351886e-01,3.858100863530679048e-01,5.432466024623544554e-01,5.165238557403438735e-01,4.715843395988765230e-01,3.728541842461771116e-01,3.186901641820356623e-01,1.091042968609409573e-02,3.216461615321952044e-02,1.248436900050014717e-02,1.414130453309004817e-02,4.120023359822071879e-02,1.707798192276838503e-02,1.062673010006251993e-02,4.814412058558677557e-03,1.475084845763582550e-02,1.827567740774133434e-02,1.509045375072263703e-02,1.526602038325488957e-02,1.289265001983054201e-02
8.437737837363151749e-02,2.068225044690201811e-02,3.015464724876994129e+00,1.520163926318587044e-01,1.569938081204077240e-01,7.409265332761818534e-01,8.832514027911563328e-03,1.350916222703588965e-01,-2.524524710194643262e+01,6.370439080625934780e-01,-6.355795907006310808e-01,-6.859976009211225800e-02,6.228681086947553819e-02,8.723343866058342819e-03,2.743303283767099809e-02,3.750883432141636775e-01,-2.915773478687275766e-01,-3.225894312266776032e-01,-1.690641743841962974e-01,-9.023764397388801643e-04,-1.145735003462654972e-02,1.824463641991508692e-02,5.285221166073048212e-03,3.312532267952859877e-02,2.415811670406441125e-02,1.357290883691759410e-02,5.881648522374466337e-03,1.221251209933914977e-02,2.163113818062592422e-03,2.790324356099460959e-03,4.726693571686992577e-03,8.891933995758995526e-03,2.453807627722808752e-03,1.626140544955793216e-02,5.921407128271355402e-02,3.032748231777317519e-02,2.894233412009511452e-01,6.522366361550727132e-02,3.414115686237455954e-02,6.109498250698996991e-01,5.108895344338656129e-03,1.109129379335938997e-01,2.079646954334623210e+00,9.362777239982486011e-01,9.654892572043052290e-01,7.012943930604829124e-01,7.101604279087965210e-01,3.436725218296280970e-01,4.367848407503022723e-01,3.007582760026022983e-01,3.663632942670895232e-01,3.653402015836055283e-01,3.262112151052143361e-01,3.593968055382202875e-01,3.448252649755370602e-01,2.577280661684073701e-02,9.260359556429918759e-03,3.802899604836775665e-02,2.530292051317018301e-02,1.926405308414291806e-02,7.228650883184998752e-03,1.494952754115987451e-02,3.392882865508768664e-03,6.355147039090053469e-03,5.515431930814823115e-03,1.602562890051927383e-02,2.498803366412726077e-03,1.046022477155941245e-02
6.123763245711609515e-02,1.192481497688145479e-02,3.142308421366208027e+00,1.277373557844669327e-01,1.502644791360732979e-01,6.413538639471884073e-01,6.299249352799437922e-03,1.026579240091329559e-01,-2.496039045181245442e+01,7.495021024169827850e-01,-2.255328777527592643e-01,-1.816484773937925845e-01,3.381729896702649341e-01,-1.080797538608320452e-01,-7.973112359854761522e-02,6.350483161153151757e-02,-1.090877726447608831e-02,7.875095290132445858e-02,7.385854011360561133e-02,2.561967673814510849e-02,-1.741109211356488273e-01,3.984091215859196511e-02,1.744358296150655104e-03,1.007201116663516798e-02,1.253884695593579339e-02,3.246065599745814011e-03,1.116597726039651912e-02,1.323113484823304140e-02,3.826132583802683163e-03,1.060018353803259504e-02,1.124756601760642377e-02,3.622431621475050156e-02,7.415179526764464554e-03,2.192922117210055130e-02,2.117171935613515465e-02,9.234295110027459369e-03,3.429623324571272613e-01,2.319503966597609435e-02,3.131395127691050106e-02,3.116184477911969619e-01,2.832867043800234904e-03,4.268349707344086530e-02,1.306007065113651500e+00,7.891984888154203182e-01,7.684574007348650149e-01,6.710954020448732793e-01,4.609664406962580285e-01,4.659679688463245206e-01,4.278453616973996732e-01,2.988351313271832010e-01,2.747900498621465015e-01,2.744800894145870696e-01,3.782477181822233581e-01,2.992676186141877692e-01,2.906114346438887774e-01,5.099927272804439388e-02,1.738911055135021434e-03,8.439343021624226907e-03,2.034697031716872773e-02,2.155510172871515952e-03,1.282847205454100414e-02,1.064023958712367532e-02,4.677368052230812014e-03,2.517096328906379132e-02,2.502889697376012995e-02,4.653760934300570778e-02,9.233650101458990012e-03,1.396596660850441679e-02
8.254786019553889131e-02,1.119499367019473508e-02,3.044923982221710013e+00,1.476346064770996669e-01,1.487232548767680740e-01,9.111450004038053052e-01,6.394954855542241655e-03,1.473859844271412367e-01,-2.500588850135040886e+01,7.906752390709107514e-01,-8.645680551278510373e-02,-2.427534990819768257e-01,2.829307480763815774e-01,3.665055249594476039e-02,-2.422583551894421858e-02,4.418235658940085353e-02,-1.077329634470578085e-01,7.944351433583847488e-02,-1.511257108953001360e-01,5.776903764610622112e-03,-1.460817090703347698e-01,2.440352977030741527e-02,7.358011620958989328e-03,1.566806776401224316e-02,6.542223686650442023e-03,1.691903151155889004e-02,8.866693144269788968e-03,1.412151368909580346e-02,2.488971137144467636e-03,6.181605305204221877e-03,1.485594197788259012e-02,2.032007524377224886e-02,5.212491730377306898e-03,1.625775295980953772e-02,4.065702546592891986e-02,1.276386982434498003e-02,2.861422238672314267e-01,5.539883337820335207e-02,3.625982505328243649e-02,4.583135164667909156e-01,3.109531591606339018e-03,7.814393613159777152e-02,1.638062675927951517e+00,8.299457256888927992e-01,9.105479990003764179e-01,6.362604069316590838e-01,5.093950644476962220e-01,4.874613405725948811e-01,3.701770514464297612e-01,2.925649781870192090e-01,3.302903379098344194e-01,3.523045531460903823e-01,2.139963643079763889e-01,2.433584189716951895e-01,3.373867404655744862e-01,2.855491646127661723e-02,9.657901487024788539e-03,1.887331041078475075e-02,8.917219576454082919e-03,3.392760376345583390e-02,1.287780575158966982e-02,2.092919571522909930e-02,2.143697587040155166e-03,1.421799841975446115e-02,1.935357889375228721e-02,2.179935234507315855e-02,5.047316017832524995e-03,1.028215879132993171e-02
6.539429775774251163e-02,1.288287132587568468e-02,3.094139219647674466e+00,1.355565762109809946e-01,1.573430207683143012e-01,6.656460006137580043e-01,6.210684711732395412e-03,1.162695392541420181e-01,-2.503567684881410216e+01,1.168592393288891085e+00,-2.594368844612300884e-01,-4.787332938897609358e-01,8.566139952213100428e-03,9.749393303629724783e-02,1.134853754184869667e-01,9.955680973703313896e-02,-9.412095588367064281e-02,-2.436462619253201151e-02,2.838984114963537531e-01,1.609525975308139234e-01,-1.198643767616396939e-02,8.058091102156500138e-03,4.395186115555158902e-03,2.655852108835212236e-02,4.543734427099415524e-03,1.499710010290489920e-02,1.912871505863862967e-02,2.115032152728521173e-02,1.986334427619941383e-03,5.662821636513941555e-03,2.529288505004190224e-02,2.189515414269948418e-02,4.669391492512341840e-03,1.852789720587951286e-02,3.126006565588596714e-02,1.519219418956609634e-02,3.154564165140375520e-01,4.128028214088855230e-02,2.945196259796873176e-02,4.152335151662525092e-01,3.174258425729471755e-03,8.312225601907044514e-02,1.647193898681110324e+00,6.932970419194068867e-01,1.095698662389871014e+00,4.515716244735183960e-01,4.370070086794434761e-01,4.538077220027519898e-01,3.143936697075939701e-01,3.764653648779482387e-01,2.174400997284111070e-01,2.502912749629730982e-01,2.478071176683726284e-01,2.617432244393342322e-01,2.767441911580200697e-01,9.453779806275784681e-03,8.242036505978414876e-03,3.211168149060759924e-02,3.939908484286440589e-03,1.474801819304784496e-02,2.290369280348768244e-02,3.053780230690488970e-02,1.905911645979445216e-03,6.225416436564609225e-03,3.738496501863233790e-02,1.815444381176300678e-02,4.837611170681621955e-03,1.047443495928985537e-02
5.416837421696622107e-02,2.008113940314069576e-02,3.151898337266731520e+00,1.164318594002572010e-01,1.385591660189667840e-01,4.416505167564032663e-01,9.549180764352242085e-03,8.357239037527074144e-02,-2.548752089780742125e+01,9.342771748679568056e-01,-6.565054475771779918e-01,1.663910896480201573e-01,1.659983000609747406e-01,5.791071701657379833e-04,2.264504180264127406e-02,1.108869474436377685e-02,-1.068245318648965297e-01,-2.775752848087417179e-01,1.027803276404108679e-01,2.320679529828284793e-01,1.271881049773432026e-01,9.409962881580122285e-03,2.555561040182478903e-03,1.614177303478707068e-02,1.209484185748479178e-02,1.321098761257854734e-02,1.466182526433880591e-02,4.131105633693396562e-02,1.424850927628089174e-02,1.197486199366577797e-02,3.498999181754542005e-03,2.426110015689282931e-02,3.578435287857078054e-03,2.392434468121154914e-02,3.047088004746680359e-02,2.968250201814085984e-02,1.338309643254629588e-01,4.173426363014461071e-02,3.393946025158491725e-02,4.147410876208253994e-01,4.767109383108808843e-03,5.884021720112440901e-02,2.435033872568733493e+00,8.462703754595141126e-01,1.063027516767773628e+00,5.853832139888582864e-01,4.535168035482808335e-01,5.136132829384022491e-01,3.685038373966857406e-01,3.575537150193934255e-01,3.245258241276245403e-01,2.999186220105860001e-01,3.243809885132090121e-01,3.677010329715958425e-01,3.412127841343468027e-01,1.380546833319247144e-02,3.170814037585023299e-03,1.383374141724882066e-02,1.996360055613498330e-02,2.055556852625514686e-02,2.953630880297988467e-02,5.926295162190295396e-02,3.259374360607024401e-02,2.639573212793630552e-02,5.915640666326816427e-03,5.480423392792002635e-02,5.030170191427442948e-03,1.862168546594855992e-02
6.772144488027632969e-02,1.441141036622379037e-02,3.005268623589477439e+00,1.338010517102050378e-01,1.510935655328059790e-01,7.131577065418497341e-01,8.201501567512484853e-03,1.217434576429951565e-01,-2.494817962175839554e+01,1.190285810065973449e+00,2.308834270759156371e-01,-7.721342727910530668e-01,-1.193887683257336546e-01,-3.849092838798086336e-02,-2.182816363642932911e-01,1.568843787760275110e-01,-1.321361803577828231e-01,-1.038263893637967894e-01,-2.810436624454114574e-01,-1.577611622342060260e-01,-2.874860276393622072e-01,2.253450487840126873e-02,2.417708605973994604e-02,3.900713618969354340e-02,1.047630166006754439e-02,9.706552830324293932e-03,5.468522619452383451e-03,1.421931998535056092e-02,3.057144158040595722e-03,5.279657930666355713e-03,9.512608483622335409e-03,2.011868634737936160e-02,7.091522420252969854e-03,2.020562893946030794e-02,4.840061539032173427e-02,1.657327837663000181e-02,3.721827463995714957e-01,5.050625641995334231e-02,3.299931371268530894e-02,4.512349004860797264e-01,4.733890414125545634e-03,9.953952869753378285e-02,1.305499117145399346e+00,9.428404474379674660e-01,8.538995801057088775e-01,6.369353588297239632e-01,3.762313199855079060e-01,4.548877687642653433e-01,2.704560163300424036e-01,2.802823024732050694e-01,2.338853840525358385e-01,2.766714640835696293e-01,4.132719138766716149e-01,3.491629943238844236e-01,3.260693431103669493e-01,2.379307880021543087e-02,3.710643272173672069e-02,4.664633987482928040e-02,1.094468990739869488e-02,1.590208327583615688e-02,4.638689031539448664e-03,1.619826146550982365e-02,5.221837871756186342e-03,4.817514682282906559e-03,1.078874071326247665e-02,2.947223121583459823e-02,7.376493877759271109e-03,1.243686248348929886e-02
5.703434832291456869e-02,2.214945147191804339e-02,3.059479781769978146e+00,1.299348765828768071e-01,1.662244535862223982e-01,4.207581132673223201e-01,1.067889006613637927e-02,7.723331316797742152e-02,-2.521432442568643140e+01,1.404938557840165858e+00,-2.283133396420269634e-01,-2.540750883630480406e-01,-4.875727595383038682e-01,-1.008037032455812720e-01,1.076428653767766974e-01,-1.911325616063333233e-01,-2.862575018979819363e-01,-4.577631237114224150e-01,-4.339867738842297928e-01,-1.134993284739508196e-01,-4.558867632444409818e-02,1.116357322055199115e-02,5.058695548352721075e-03,3.699572250678651725e-02,6.895364906172353481e-02,3.129124930105526420e-02,1.385263403747732588e-02,9.934962195031340343e-03,3.849248980438594887e-03,1.725821825002097232e-03,9.647462396454267730e-03,4.830108424816673650e-03,2.623588935427804275e-03,2.921335986411644284e-02,4.176562652365874151e-02,2.572444262737006576e-02,4.207152598215428418e-01,4.383837380360647296e-02,3.562040392584076703e-02,4.024447924400981758e-01,9.136040086534303814e-03,7.875933369091836500e-02,2.047262194127088986e+00,9.669036437327408473e-01,8.027261317048657308e-01,3.334270557775635968e-01,3.708940632410717697e-01,3.369007311530429205e-01,2.319033743354114163e-01,2.347548242854911871e-01,3.474700127437609920e-01,4.441247806860884606e-01,3.662492859638940557e-01,2.697729819924368222e-01,2.729453716715366518e-01,2.007087712655260259e-02,7.482577293940192303e-03,3.926800722953509293e-02,7.304102917157645480e-02,4.263632641373748394e-02,2.208788356529016797e-02,1.352830371981335149e-02,5.761735619238659949e-03,1.316511875151705688e-03,1.645721913046954005e-02,3.969931341525398567e-03,3.423332317189126377e-03,1.781434229701256769e-02
